carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,7178
0.25,Very Good,F,IF,61.5,56.0,4.04,4.06,2.48,560
0.7,Ideal,G,SI1,61.9,58.0,5.69,5.72,3.53,2310
0.54,Ideal,E,VS2,61.4,57.0,5.25,5.21,3.21,1847
0.39,Ideal,I,SI1,62.4,54.0,4.67,4.69,2.92,534
0.31,Ideal,I,VS2,62.3,54.0,4.37,4.4,2.73,452
1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,4821
0.62,Ideal,G,SI1,61.6,56.0,5.46,5.55,3.39,1563
0.54,Ideal,D,VS2,61.3,56.0,5.22,5.26,3.21,1892
0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
1.0,Ideal,F,SI2,61.3,57.0,6.4,6.46,3.94,4425
0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,10671
0.73,Very Good,D,SI1,63.1,57.0,5.74,5.7,3.61,2808
0.79,Very Good,D,SI2,59.7,58.0,6.0,6.07,3.6,2878
1.01,Good,E,VS2,65.4,56.0,6.18,6.23,4.06,6004
0.63,Ideal,F,VS2,61.2,56.0,5.56,5.51,3.39,2182
0.32,Ideal,I,VS1,60.9,57.0,4.43,4.47,2.71,523
0.7,Very Good,E,VS1,63.8,57.0,5.61,5.65,3.59,3177
0.6,Premium,F,SI2,58.9,59.0,5.55,5.52,3.26,1378
0.34,Ideal,D,VS1,61.2,58.0,4.45,4.5,2.74,787
0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68,680
1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,5055
1.2,Ideal,G,VVS2,62.5,54.4,6.75,6.82,4.24,9785
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
1.5,Fair,H,SI2,66.0,64.0,7.1,6.97,4.64,5000
0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,848
0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47,2933
0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912
0.44,Very Good,F,SI2,61.9,59.0,4.85,4.9,3.02,711
0.24,Very Good,F,VVS2,61.7,56.0,3.98,4.0,2.45,608
0.64,Ideal,G,IF,61.3,56.0,5.54,5.58,3.41,2790
0.33,Ideal,D,SI1,62.4,54.0,4.41,4.44,2.76,608
1.01,Very Good,H,SI1,62.6,58.0,6.34,6.44,4.0,4369
0.32,Ideal,H,VS1,61.5,57.0,4.4,4.42,2.71,561
0.74,Very Good,D,SI2,63.1,58.0,5.69,5.79,3.62,2713
0.31,Very Good,G,VS1,63.0,57.0,4.28,4.32,2.71,625
0.33,Premium,I,SI1,61.4,58.0,4.5,4.46,2.75,572
0.7,Premium,D,SI2,61.8,55.0,5.71,5.68,3.52,2222
1.67,Ideal,H,VS2,62.6,56.0,7.57,7.55,4.73,13063
2.61,Good,I,SI2,64.2,63.0,8.66,8.57,5.53,13784
0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52,2484
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,702
0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
0.31,Good,H,SI1,63.6,57.0,4.28,4.31,2.73,435
0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,1666
1.1,Good,H,SI2,57.6,61.0,6.82,6.73,3.9,3696
1.01,Very Good,H,VS1,62.0,60.0,6.43,6.38,3.97,5593
1.01,Ideal,G,SI2,62.4,56.0,6.42,6.37,3.99,4242
1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01,6349
0.32,Premium,G,VS2,61.9,58.0,4.36,4.43,2.72,561
0.51,Ideal,D,VS2,61.2,55.0,5.13,5.17,3.15,1787
0.72,Ideal,E,VS2,62.7,55.0,5.76,5.73,3.6,2691
1.5,Very Good,D,SI1,63.4,63.0,7.23,7.19,4.57,9895
1.5,Very Good,I,VS2,62.2,59.0,7.34,7.3,4.55,9611
0.9,Premium,F,SI1,61.7,62.0,6.19,6.13,3.8,3936
1.53,Very Good,G,VS2,61.6,57.0,7.3,7.4,4.53,13248
0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,2144
1.03,Ideal,D,SI1,62.4,57.0,6.47,6.44,4.03,5653
0.71,Ideal,F,VS2,62.8,56.0,5.66,5.61,3.54,2686
0.39,Ideal,F,VS1,62.2,56.0,4.7,4.63,2.9,1024
1.2,Very Good,F,VVS2,61.4,60.0,6.79,6.83,4.18,10931
2.53,Premium,H,SI2,61.1,57.0,8.82,8.76,5.37,15148
0.31,Ideal,H,VS1,62.2,57.0,4.34,4.37,2.71,544
0.5,Ideal,E,VS2,61.4,55.0,5.13,5.16,3.16,1614
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2079
0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
0.9,Very Good,G,VS2,58.4,61.0,6.33,6.38,3.71,4276
0.9,Good,H,SI1,62.8,62.0,6.05,6.09,3.81,3447
0.24,Very Good,D,VS1,61.1,60.0,3.96,3.99,2.43,367
1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,10313
0.39,Very Good,H,VS2,60.7,56.0,4.77,4.79,2.9,661
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,4785
0.3,Ideal,G,IF,60.7,57.0,4.34,4.39,2.65,863
1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945
0.25,Very Good,D,VS1,62.6,58.0,4.05,4.07,2.54,388
1.25,Ideal,E,SI1,61.1,57.0,6.93,6.89,4.22,6468
0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
0.24,Very Good,F,IF,60.4,58.0,4.02,4.06,2.44,552
1.3,Ideal,G,IF,62.3,56.0,6.95,6.99,4.34,12467
0.8,Ideal,F,VS2,62.7,54.0,5.91,5.95,3.72,3429
0.9,Ideal,E,SI2,62.6,57.0,6.13,6.2,3.86,3808
1.1,Very Good,I,SI2,62.6,59.0,6.53,6.57,4.1,4192
0.6,Ideal,E,VS1,62.2,56.0,5.36,5.44,3.36,2306
0.54,Very Good,E,SI1,63.2,57.0,5.15,5.2,3.27,1440
1.04,Very Good,I,SI1,62.9,54.0,6.42,6.49,4.06,4948
0.22,Premium,F,SI1,60.4,61.0,3.88,3.84,2.33,342
0.9,Ideal,D,SI2,62.7,57.0,6.1,6.15,3.84,3990
0.91,Premium,E,VS2,61.1,58.0,6.28,6.2,3.81,5055
0.72,Ideal,F,VS1,61.1,56.0,5.76,5.79,3.53,3265
2.03,Ideal,H,SI1,62.9,57.0,8.07,7.99,5.05,16900
0.72,Very Good,E,SI2,63.4,58.0,5.66,5.64,3.58,2608
0.49,Premium,J,SI2,59.8,59.0,5.14,5.12,3.07,900
1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
0.71,Very Good,J,SI2,61.1,58.0,5.67,5.76,3.49,1764
0.32,Premium,H,VS2,60.6,58.0,4.44,4.47,2.7,505
0.26,Ideal,H,VS1,61.9,55.0,4.1,4.13,2.55,448
0.63,Ideal,G,SI1,61.7,54.0,5.52,5.56,3.42,1628
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,597
0.9,Fair,H,SI2,66.0,63.0,5.89,5.79,3.86,2376
1.01,Fair,G,SI1,65.1,57.0,6.27,6.22,4.07,2993
0.4,Ideal,F,VS1,61.8,55.0,4.76,4.78,2.95,971
0.58,Premium,E,SI1,58.5,55.0,5.52,5.39,3.19,1407
0.4,Good,I,VS1,63.5,55.0,4.67,4.71,2.98,687
0.33,Ideal,F,VVS1,62.4,54.0,4.44,4.47,2.78,880
0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3,1633
0.3,Ideal,G,IF,62.0,54.0,4.33,4.35,2.69,863
1.55,Very Good,G,SI1,59.8,59.0,7.45,7.47,4.46,9428
1.1,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.1,6369
1.0,Very Good,I,SI2,62.6,57.0,6.37,6.4,4.0,4107
0.44,Premium,F,SI1,60.9,58.0,4.96,4.92,3.01,1023
0.41,Premium,H,VVS2,62.2,58.0,4.74,4.71,2.94,961
0.45,Good,H,VVS1,56.8,64.0,5.08,4.99,2.86,1180
0.7,Very Good,G,VS2,60.0,58.0,5.73,5.77,3.45,2527
0.56,Very Good,F,SI1,63.3,56.0,5.26,5.22,3.32,1338
1.52,Ideal,G,SI1,60.7,57.0,7.41,7.38,4.49,9704
1.01,Premium,F,VS1,58.8,60.0,6.59,6.51,3.85,7862
0.51,Ideal,G,VS2,62.3,54.0,5.17,5.12,3.21,1660
1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,10337
1.0,Good,F,I1,63.9,59.0,6.27,6.2,3.99,2098
1.2,Premium,G,SI1,63.0,58.0,6.72,6.68,4.22,6026
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8803
0.76,Ideal,G,SI2,62.7,56.0,5.81,5.86,3.66,2466
0.8,Very Good,H,SI1,63.3,58.0,5.93,5.89,3.74,2485
0.43,Very Good,E,SI2,63.4,57.0,4.82,4.77,3.04,858
0.91,Premium,D,VS2,62.0,58.0,6.2,6.15,3.83,5167
1.5,Good,G,SI2,57.9,61.0,7.47,7.51,4.34,8144
0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,568
0.31,Premium,H,VS2,62.2,58.0,4.34,4.31,2.69,628
1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,5819
0.31,Ideal,F,VVS1,61.9,55.0,4.37,4.42,2.72,801
0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,805
0.96,Very Good,I,VS2,59.6,59.0,6.36,6.42,3.81,4187
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476
0.36,Ideal,H,SI1,62.3,57.0,4.58,4.54,2.84,648
0.36,Ideal,H,SI1,61.5,57.0,4.57,4.6,2.82,505
0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75,2318
1.13,Premium,H,SI1,62.3,58.0,6.68,6.67,4.16,5194
0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,1838
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,629
1.06,Premium,F,VS2,62.2,57.0,6.58,6.53,4.08,6947
1.55,Premium,J,SI1,62.5,58.0,7.4,7.36,4.61,7638
1.1,Very Good,G,VS1,60.3,62.0,6.72,6.67,4.04,6951
0.3,Very Good,E,VVS2,62.5,56.0,4.28,4.3,2.68,742
1.02,Ideal,E,SI2,61.6,56.0,6.48,6.55,3.99,4465
0.32,Premium,D,VS2,58.8,59.0,4.52,4.49,2.65,829
0.78,Ideal,F,VS2,62.3,56.0,5.91,5.88,3.67,3531
1.51,Very Good,G,SI1,62.9,58.0,7.25,7.28,4.57,9841
0.3,Ideal,D,VS1,62.2,56.0,4.27,4.31,2.67,651
1.5,Good,G,VS1,63.6,57.0,7.23,7.14,4.57,10036
0.31,Premium,G,VVS2,62.2,59.0,4.36,4.32,2.7,907
0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1,1338
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,537
1.05,Very Good,E,I1,62.2,61.0,6.48,6.51,4.04,3234
0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474
0.34,Ideal,H,SI1,62.6,56.0,4.48,4.46,2.8,628
1.22,Premium,J,SI1,61.9,58.0,6.87,6.84,4.24,5042
1.19,Premium,G,VS2,61.9,58.0,6.86,6.74,4.21,7389
0.71,Good,F,VVS2,58.2,60.0,5.89,5.94,3.44,2956
0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831
0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,4179
0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,878
0.51,Premium,G,SI2,59.9,60.0,5.14,5.07,3.06,1004
0.41,Ideal,F,VS2,60.0,56.0,4.88,4.82,2.91,1107
0.34,Ideal,D,VVS1,61.7,57.0,4.49,4.52,2.78,1133
0.4,Ideal,D,SI1,61.8,55.0,4.74,4.78,2.94,772
0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,2375
0.71,Very Good,F,VS2,63.1,58.0,5.65,5.7,3.58,2588
0.3,Very Good,I,SI1,63.3,59.0,4.25,4.22,2.68,506
0.5,Very Good,F,VS2,62.5,56.0,5.06,5.09,3.17,1436
1.31,Ideal,I,SI2,63.6,55.0,6.98,6.92,4.42,5546
0.29,Very Good,F,VS1,59.1,60.0,4.33,4.36,2.57,504
0.7,Good,F,SI1,61.6,65.0,5.71,5.66,3.5,2401
0.6,Ideal,G,VS1,61.3,60.0,5.39,5.41,3.31,2091
1.02,Premium,H,VS2,60.0,58.0,6.56,6.5,3.92,4958
0.5,Very Good,E,VS2,62.9,60.0,5.07,5.1,3.2,1559
0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,593
1.5,Fair,H,VS1,64.8,55.0,7.25,7.2,4.68,8044
0.38,Premium,G,VS2,59.9,58.0,4.77,4.72,2.84,983
0.31,Ideal,G,IF,61.4,55.0,4.36,4.4,2.69,891
1.01,Fair,D,SI2,65.3,55.0,6.33,6.19,4.09,4205
1.15,Premium,H,VVS2,58.8,58.0,6.9,6.87,4.05,6917
0.51,Fair,F,SI1,65.2,57.0,5.03,5.09,3.3,1193
0.31,Fair,E,VS2,55.9,62.0,4.6,4.56,2.56,581
1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46,14386
1.04,Ideal,F,SI2,61.8,56.0,6.53,6.49,4.02,4630
0.32,Ideal,D,SI2,59.8,57.0,4.4,4.46,2.65,477
0.41,Very Good,G,VS1,61.7,57.0,4.75,4.78,2.94,899
0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
1.01,Premium,F,SI1,59.7,61.0,6.55,6.49,3.89,4989
0.32,Ideal,G,VVS2,62.2,55.0,4.41,4.43,2.75,730
0.3,Fair,F,VVS2,65.5,61.0,4.19,4.15,2.73,743
0.62,Ideal,G,IF,60.3,57.0,5.54,5.61,3.35,3378
1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,7987
1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,6335
0.31,Ideal,I,SI1,62.7,56.0,4.34,4.3,2.71,523
0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,1191
0.23,Very Good,D,VS1,61.8,57.0,3.9,3.93,2.42,357
1.2,Very Good,F,SI2,63.2,58.0,6.78,6.74,4.27,4502
0.31,Ideal,G,IF,62.0,54.0,4.35,4.39,2.71,801
1.5,Premium,D,SI2,58.9,60.0,7.48,7.45,4.4,8518
0.55,Very Good,F,VS1,60.7,60.0,5.29,5.32,3.22,1853
0.7,Fair,G,SI1,68.4,58.0,5.59,5.55,3.61,1915
0.31,Ideal,D,SI1,62.5,53.0,4.37,4.34,2.72,684
2.0,Very Good,J,SI1,63.3,59.0,7.95,7.89,5.01,11189
0.41,Ideal,F,VS1,61.9,55.0,4.8,4.76,2.96,1076
1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733
1.06,Ideal,I,VS2,62.3,56.0,6.51,6.56,4.07,4449
0.38,Ideal,F,IF,62.2,55.0,4.66,4.64,2.89,1397
1.06,Very Good,G,VS2,61.7,57.0,6.5,6.57,4.03,6483
1.0,Premium,H,SI1,61.5,58.0,6.37,6.45,3.94,4702
0.64,Premium,F,SI1,61.2,58.0,5.6,5.54,3.41,1816
0.71,Very Good,E,VS2,62.4,57.0,5.68,5.73,3.56,2759
1.44,Premium,F,SI1,62.9,58.0,7.2,7.14,4.51,9653
0.3,Ideal,G,VS2,61.4,54.0,4.36,4.31,2.66,675
0.32,Premium,I,SI1,62.7,58.0,4.34,4.37,2.73,432
0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48,492
0.7,Ideal,F,VVS2,61.7,55.0,5.7,5.74,3.53,4114
0.4,Very Good,F,IF,62.9,55.0,4.68,4.7,2.95,1261
0.32,Ideal,I,VS1,62.4,56.0,4.37,4.31,2.71,648
0.71,Ideal,H,VVS1,60.8,56.0,5.75,5.83,3.52,2741
0.38,Ideal,D,VVS1,61.6,55.0,4.66,4.69,2.88,1992
1.03,Premium,H,VS1,62.5,59.0,6.43,6.47,4.03,5523
0.34,Premium,I,VS1,59.5,59.0,4.55,4.59,2.72,537
0.27,Good,F,VVS1,61.7,61.0,4.1,4.14,2.54,498
1.01,Premium,F,VS2,62.2,60.0,6.4,6.37,3.97,6533
0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16,1715
0.72,Very Good,D,VS2,61.8,58.0,5.73,5.76,3.55,3075
0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,2264
1.0,Fair,D,SI1,65.5,60.0,6.18,6.12,4.03,5331
1.05,Good,G,SI2,63.7,59.0,6.41,6.37,4.07,3898
0.3,Ideal,G,VS2,61.8,56.0,4.29,4.32,2.66,507
0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,625
0.4,Good,D,SI1,63.3,57.0,4.68,4.71,2.97,720
0.42,Premium,G,VVS1,62.7,58.0,4.74,4.79,2.99,1179
0.23,Good,E,VS1,56.9,65.0,4.05,4.07,2.31,327
1.32,Ideal,I,SI1,62.2,57.0,7.07,7.01,4.38,6431
0.93,Premium,J,VS2,62.3,60.0,6.3,6.23,3.9,3250
0.7,Fair,F,SI2,57.1,64.0,5.81,5.86,3.33,1990
0.34,Ideal,H,VS2,61.8,55.0,4.49,4.51,2.78,517
0.38,Ideal,E,SI1,61.7,58.0,4.71,4.63,2.88,658
0.35,Premium,D,SI1,60.9,58.0,4.52,4.55,2.76,644
1.01,Very Good,D,SI2,62.8,59.0,6.34,6.44,4.01,4588
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,648
0.26,Very Good,F,VS2,61.4,56.0,4.09,4.12,2.53,499
0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
2.01,Very Good,I,VVS2,63.5,58.0,7.92,7.82,5.0,15952
1.0,Very Good,H,VS2,59.6,59.0,6.47,6.54,3.88,4978
1.07,Very Good,G,VS2,62.9,59.0,6.49,6.52,4.09,6525
0.36,Very Good,E,VS1,60.6,58.0,4.61,4.63,2.8,894
0.32,Ideal,I,VS2,62.0,57.0,4.36,4.41,2.72,449
1.29,Ideal,J,VS1,62.0,57.0,6.98,6.92,4.31,5779
0.75,Ideal,F,SI2,62.6,55.0,5.86,5.81,3.65,2393
0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,1295
0.23,Premium,E,VVS1,60.8,56.0,3.99,3.94,2.41,640
0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8,2358
0.73,Very Good,F,VS1,62.0,57.0,5.73,5.75,3.56,3200
1.03,Ideal,H,VS2,61.2,56.0,6.5,6.53,3.98,6123
0.53,Ideal,D,VS2,61.4,55.0,5.25,5.21,3.21,1956
0.79,Premium,E,VS2,62.1,59.0,5.9,5.86,3.65,3628
0.31,Premium,D,VVS1,62.7,58.0,4.31,4.3,2.7,942
0.7,Ideal,E,VS1,62.6,55.0,5.66,5.69,3.55,3167
0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
1.02,Ideal,G,VS1,62.8,55.0,6.45,6.41,4.04,7574
0.41,Very Good,G,VS1,60.6,56.0,4.83,4.87,2.94,976
0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4711
0.75,Good,E,SI1,58.3,60.0,5.94,5.99,3.48,2923
0.71,Ideal,G,VS1,62.3,54.0,5.68,5.72,3.55,3195
0.31,Ideal,H,VVS2,62.2,54.0,4.36,4.38,2.72,609
0.7,Ideal,F,SI2,65.0,53.0,5.61,5.56,3.63,2394
0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,645
1.06,Ideal,F,IF,61.0,57.0,6.55,6.64,4.02,10995
0.35,Ideal,H,IF,60.5,56.0,4.56,4.59,2.77,921
1.51,Very Good,F,SI2,63.4,58.0,7.29,7.22,4.6,8050
1.6,Premium,H,SI2,59.4,59.0,7.55,7.6,4.5,8184
1.14,Ideal,D,SI2,61.4,56.0,6.69,6.77,4.13,5548
0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72,571
0.7,Very Good,I,SI2,63.5,56.0,5.63,5.59,3.56,1801
0.24,Ideal,D,VVS2,61.0,57.0,4.03,4.07,2.47,526
1.5,Good,F,SI2,62.9,59.0,7.19,7.32,4.56,7727
0.76,Ideal,H,SI1,62.0,56.0,5.89,5.85,3.64,2578
1.53,Ideal,I,VS1,62.9,57.0,7.36,7.3,4.61,7968
1.04,Premium,E,SI2,59.2,58.0,6.64,6.7,3.95,4484
2.01,Premium,J,SI2,62.4,59.0,8.05,8.1,5.04,12105
1.13,Ideal,I,SI2,61.4,56.0,6.69,6.71,4.12,4481
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
0.32,Premium,H,VS2,62.7,58.0,4.33,4.35,2.72,471
1.01,Very Good,D,SI2,60.1,60.0,6.41,6.47,3.87,4690
0.53,Ideal,G,SI1,62.1,53.0,5.22,5.27,3.26,1166
1.5,Premium,F,I1,62.6,57.0,7.33,7.21,4.55,4096
0.24,Very Good,E,VS2,62.1,59.0,3.98,4.01,2.48,419
1.01,Premium,F,VS1,61.7,58.0,6.43,6.4,3.96,7507
0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
2.06,Ideal,H,SI2,61.5,56.0,8.23,8.18,5.04,12119
0.38,Ideal,G,SI1,61.0,57.0,4.66,4.71,2.86,629
1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
0.3,Ideal,D,VVS2,61.6,56.0,4.32,4.35,2.67,1041
0.57,Ideal,G,SI1,62.1,55.0,5.32,5.34,3.31,1441
0.31,Very Good,E,VVS1,61.2,61.0,4.33,4.36,2.66,763
0.4,Very Good,G,VVS2,60.6,59.0,4.74,4.8,2.89,868
0.39,Premium,I,VVS2,63.0,56.0,4.68,4.62,2.93,1009
0.33,Premium,H,IF,61.8,60.0,4.44,4.4,2.73,1114
1.04,Very Good,F,VVS2,62.5,58.0,6.37,6.46,4.01,8785
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1746
0.53,Ideal,E,VS2,62.8,57.0,5.19,5.16,3.25,1776
0.34,Ideal,H,VS1,62.7,55.0,4.51,4.48,2.82,765
0.3,Ideal,E,VVS2,61.9,57.0,4.31,4.28,2.66,1013
0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18,2051
0.27,Very Good,E,VVS2,62.0,59.0,4.14,4.18,2.58,620
0.33,Ideal,H,VVS1,62.2,55.0,4.44,4.4,2.75,965
0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
0.9,Very Good,D,VS2,63.2,58.0,6.16,6.09,3.87,4712
1.06,Ideal,H,VS2,60.5,57.0,6.63,6.6,4.0,5669
2.02,Very Good,H,VS2,61.5,59.0,8.08,8.21,5.01,17887
1.02,Very Good,F,VS2,59.4,58.0,6.52,6.62,3.9,6479
0.52,Premium,D,SI1,62.7,58.0,5.2,5.16,3.25,1605
0.9,Premium,G,VS2,62.1,59.0,6.2,6.14,3.83,4259
2.01,Good,I,SI2,56.9,59.0,8.41,8.3,4.74,11312
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1323
1.09,Ideal,E,SI2,61.9,55.0,6.64,6.6,4.1,5127
1.51,Premium,G,SI1,60.3,59.0,7.39,7.44,4.47,9710
1.2,Premium,F,VS2,62.8,62.0,6.69,6.62,4.18,8266
1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09,4724
1.22,Premium,D,VS2,62.0,60.0,6.79,6.74,4.22,9756
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2207
0.9,Good,H,SI1,66.1,57.0,5.94,5.99,3.94,3282
0.41,Ideal,D,SI1,61.9,55.0,4.77,4.8,2.96,744
0.7,Ideal,F,VVS2,61.9,55.0,5.72,5.68,3.53,2701
0.62,Fair,F,IF,60.1,61.0,5.53,5.56,3.33,2861
0.91,Very Good,D,VS2,62.7,59.0,6.13,6.16,3.85,4720
1.24,Ideal,H,VS1,61.6,56.0,6.88,6.91,4.25,8299
1.54,Premium,G,VS2,60.2,60.0,7.51,7.44,4.5,13292
0.33,Very Good,J,IF,60.9,54.0,4.47,4.53,2.74,529
2.32,Premium,J,SI2,59.0,59.0,8.69,8.64,5.11,14666
1.01,Premium,D,VS1,61.8,54.0,6.44,6.38,3.96,8201
0.32,Ideal,F,IF,61.7,55.0,4.4,4.42,2.72,929
0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
1.5,Very Good,G,SI1,63.6,58.0,7.14,7.29,4.59,10633
1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
0.57,Ideal,F,VS2,60.7,56.0,5.37,5.41,3.27,2096
0.33,Premium,E,VS2,61.0,60.0,4.47,4.42,2.71,928
0.41,Ideal,G,VS2,62.7,55.0,4.75,4.79,2.99,827
1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97,4702
0.71,Fair,H,SI1,65.9,57.0,5.54,5.48,3.63,1828
0.4,Good,H,SI1,62.0,61.0,4.69,4.73,2.92,667
0.35,Premium,D,SI1,62.1,58.0,4.51,4.54,2.81,644
0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957
0.43,Ideal,E,SI1,62.3,57.0,4.78,4.82,2.99,792
0.41,Good,G,SI2,63.6,54.0,4.7,4.74,3.0,611
0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,1448
0.31,Premium,I,SI1,61.4,61.0,4.39,4.34,2.68,523
1.52,Premium,G,SI2,60.9,57.0,7.5,7.44,4.55,8299
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1183
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,2862
0.5,Ideal,D,SI1,59.9,60.0,5.15,5.13,3.08,1764
0.28,Very Good,H,VVS1,59.9,62.0,4.23,4.28,2.55,504
0.37,Premium,G,VS1,61.4,58.0,4.58,4.61,2.82,746
1.01,Very Good,D,SI1,58.1,61.0,6.59,6.66,3.85,5055
0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,642
1.26,Premium,F,SI1,62.3,58.0,6.89,6.84,4.28,6915
0.27,Premium,H,VVS2,60.7,59.0,4.19,4.21,2.55,486
0.38,Ideal,G,VS1,60.8,56.0,4.71,4.66,2.85,1069
0.5,Ideal,E,VS2,62.8,57.0,5.12,5.04,3.19,1746
0.23,Very Good,H,VVS2,62.6,56.0,3.92,3.95,2.46,431
0.79,Very Good,G,SI2,63.4,60.0,5.83,5.77,3.68,1809
1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,6963
0.3,Good,E,SI1,63.6,57.0,4.24,4.22,2.69,675
1.0,Very Good,G,VVS2,59.5,61.0,6.42,6.46,3.83,7453
0.31,Ideal,G,VVS1,62.0,56.0,4.38,4.4,2.72,789
